commodity_name,commodity_category,initial_moisture_pct,initial_fat_pct,initial_ph,water_activity_aw,preservative_type,packaging_material_tested,actual_film_thickness_microns,actual_film_otr_cc_m2_day_atm,actual_film_wvtr_g_m2_day,storage_condition,storage_temperature_c,storage_rh_pct,headspace_gas_regime,measured_shelf_life_days,primary_failure_mode,kinetic_reaction_order,critical_endpoint_value,fssai_safety_compliance,empirical_research_citation
Besan Ladoo,Traditional Sweets (Mithai),5.19,24.88,6.22,0.42,Clean Label (No Synthetic Additives),Under-gauged Compostable Film (Down-gauged by 30%) - Bio-based Paper/NatureFlex Pouch with Grease-Resistant Bio-Coating,39,57.7,5.12,"Storage at 26.3°C, 48.3% RH",26.3,48.3,Nitrogen Flush (residual O2 < 1.0%),54,Ghee Auto-oxidation & Stale Cardboard Flavor,First-order free radical oxidation,Reached critical spoilage limit on Day 54,Early failure due to insufficient barrier thickness,ICMR-NIN IFCT 2017; CSIR-CFTRI Traditional Indian Confectionery Packaging
Kaju Katli,Traditional Sweets (Mithai),11.55,21.19,6.24,0.68,Clean Label (No Synthetic Additives),Under-gauged Compostable Film (Down-gauged by 30%) - FSC Virgin Food-Grade Paper Box with NatureFlex™ Cellulose Moisture-Lock Window,16,132.8,8.76,"Storage at 28.3°C, 45.9% RH",28.3,45.9,100% N2 Flushing (prevents fungal mold & silver vark blackening),24,Fungal Mold (Aspergillus flavus) & Moisture Hardening,BET moisture sorption isotherm kinetics,Reached critical spoilage limit on Day 24,Early failure due to insufficient barrier thickness,"ICMR-NIN IFCT 2017; FSSAI Advisory on Mithai Quality; Saxena et al., CSIR-CFTRI"
Toor Dal (Split Pigeon Peas),Pulses & Legumes,10.1,1.43,6.42,0.52,Clean Label (No Synthetic Additives),Conventional Plain LDPE Polybag (Non-Barrier Baseline) - Polythene,37,5508,31.09,"Storage at 24.6°C, 51.5% RH",24.6,51.5,Air Headspace (No MAP),76,Hard-to-Cook Defect & Pulse Beetle (Callosobruchus maculatus) Infestation,Pectin-phytate cell wall lignification,Reached critical spoilage limit on Day 76,Failed rapidly; Non-compliant with barrier and PWM norms,ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; CIPHET Pulse Storage Bulletin
Red Chilli Powder (Lal Mirch),Spices & Condiments,9.38,12.66,5.8,0.46,Clean Label (No Synthetic Additives),Under-gauged Compostable Film (Down-gauged by 30%) - AlOx / Metallized PLA Bio-Pouch (Capsaicin & Color Lock),56,2.6,0.88,"Storage at 26.6°C, 60.8% RH",26.6,60.8,Nitrogen Flush,210,Capsanthin Carotenoid Decoloration & Pungency Loss,First-order photo-oxidation,Reached critical spoilage limit on Day 210,Early failure due to insufficient barrier thickness,ICMR-NIN IFCT 2017; Spice Board of India Packaging Standards
Freshwater Fish (Rohu Steaks),Fish & Seafood,75.82,2.67,6.47,0.99,Clean Label (No Synthetic Additives),Conventional Plain LDPE Polybag (Non-Barrier Baseline) - Polythene,32,113.7,8.9,"Storage at 3.8°C, 93.3% RH",3.8,93.3,Air Headspace (No MAP),2,Total Volatile Base Nitrogen (TVB-N > 20 mg/100g) & Trimethylamine Odor,Bacterial enzymic proteolysis kinetics,Reached critical spoilage limit on Day 2,Failed rapidly; Non-compliant with barrier and PWM norms,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Bindu et al., ICAR-CIFT Cochin"
Bikaneri Bhujia,Indian Snacks & Namkeen,1.51,34.89,5.87,0.22,Clean Label (No Synthetic Additives),Conventional Plain LDPE Polybag (Non-Barrier Baseline) - Polythene,46,66.5,4.16,"Storage at 28.1°C, 48.0% RH",28.1,48,Air Headspace (No MAP),24,Loss of Crispness (Moisture > 4.0%) & Oxidative Rancidity (PV > 10 meq/kg),GAB moisture sorption model,Reached critical spoilage limit on Day 24,Failed rapidly; Non-compliant with barrier and PWM norms,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Goyal, Kumar et al., CSIR-CFTRI"
Chakki Fresh Whole Wheat Atta,Grains & Flours,11.3,1.74,6.28,0.58,Clean Label (No Synthetic Additives),Conventional Plain LDPE Polybag (Non-Barrier Baseline) - Polythene,49,8740.7,58.83,"Storage at 26.3°C, 70.0% RH",26.3,70,Air Headspace (No MAP),34,Moisture Caking (Moisture > 14.0%) & Tribolium castaneum Weevil Growth,Hydrolytic lipid cleavage kinetics,Reached critical spoilage limit on Day 34,Failed rapidly; Non-compliant with barrier and PWM norms,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Haridas Rao et al., CSIR-CFTRI"
Nashik Red Onions,Fresh Horticultural Produce,86.73,0.09,5.64,0.95,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - Extruded Tubular Compostable Bio-Mesh (PLA/PBAT),221,33465.4,190.22,"Storage at 30.2°C, 68.5% RH",30.2,68.5,Free Aeration (prevents neck rot),58,"Sprouting, Root Growth & Aspergillus niger (Black Mold)",Dormancy break temperature-humidity trigger,Reached critical spoilage limit on Day 58,Compliant across specified shelf life,"ICMR-NIN IFCT 2017; ICAR-Directorate of Onion and Garlic Research (DOGR), Pune"
Dahi (Indian Curd),Dairy Products,86.28,3.86,4.17,0.99,Clean Label (No Synthetic Additives),Conventional Plain LDPE Polybag (Non-Barrier Baseline) - Polythene,33,233.1,12.6,"Storage at 6.6°C, 83.1% RH",6.6,83.1,Air Headspace (No MAP),4,Synaeresis (Whey Separation > 8%) & Hyper-acidity (pH < 3.8),Lactic acid fermentation kinetics,Reached critical spoilage limit on Day 4,Failed rapidly; Non-compliant with barrier and PWM norms,ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; NDRI Dahi Packaging Bulletin
Gujarati Khakhra,Indian Snacks & Namkeen,2.77,12.36,6.11,0.25,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - High Moisture-Barrier NatureFlex / Bio-PBAT Vacuum Pouch,55,31.7,1.37,"Storage at 27.3°C, 77.9% RH",27.3,77.9,Vacuum Sealed / Nitrogen Flushed,141,Loss of Brittleness & Soft Texture (Moisture threshold 5.2%),Zero-order water vapor diffusion,Reached critical spoilage limit on Day 141,Compliant across specified shelf life,ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Indian Institute of Packaging (IIP) Bulletin
Fresh Okra (Bhindi),Fresh Horticultural Produce,89.55,0.18,6.14,0.99,Clean Label (No Synthetic Additives),Under-gauged Compostable Film (Down-gauged by 30%) - High-Breathability Starch-PBAT Bio-Film with Engineered Laser Perforations,18,15453.2,72.83,"Storage at 9.8°C, 92.8% RH",9.8,92.8,"5% O2, 8% CO2, balance N2 (prevents surface blackening & mucilage breakdown)",5,Weight Loss (>8% causes pod flaccidity) & Ridge Blackening,Transpiration water vapor flux kinetics,Reached critical spoilage limit on Day 5,Early failure due to insufficient barrier thickness,ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; CIPHET Postharvest Respiration Studies
Gujarati Khakhra,Indian Snacks & Namkeen,2.97,12.4,6.11,0.25,Clean Label (No Synthetic Additives),Under-gauged Compostable Film (Down-gauged by 30%) - High Moisture-Barrier NatureFlex / Bio-PBAT Vacuum Pouch,37,59,2.83,"Storage at 30.7°C, 56.1% RH",30.7,56.1,Vacuum Sealed / Nitrogen Flushed,88,Loss of Brittleness & Soft Texture (Moisture threshold 5.2%),Zero-order water vapor diffusion,Reached critical spoilage limit on Day 88,Early failure due to insufficient barrier thickness,ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Indian Institute of Packaging (IIP) Bulletin
Red Chilli Powder (Lal Mirch),Spices & Condiments,9.33,12.66,5.81,0.46,Clean Label (No Synthetic Additives),Unsealed / Porous Paper Packaging without Bio-Liner - Polythene,61,139.3,20.16,"Storage at 29.0°C, 55.5% RH",29,55.5,Air Headspace (No MAP),22,Capsanthin Carotenoid Decoloration & Pungency Loss,First-order photo-oxidation,Reached critical spoilage limit on Day 22,Failed within days due to rapid environmental equilibration,ICMR-NIN IFCT 2017; Spice Board of India Packaging Standards
Green Chillies (Hari Mirch),Fresh Horticultural Produce,85.39,0.6,5.37,0.98,Clean Label (No Synthetic Additives),Under-gauged Compostable Film (Down-gauged by 30%) - Active Anti-Fog Micro-Perforated PLA/PBAT Produce Pouch,20,13133.4,79.12,"Storage at 8.0°C, 93.4% RH",8,93.4,"3% O2, 5% CO2, balance N2 (delays chlorophyll degradation)",13,"Calyx Rot, Pungency Loss & Red Color Senescence",Chlorophyllase enzymatic breakdown,Reached critical spoilage limit on Day 13,Early failure due to insufficient barrier thickness,ICMR-NIN IFCT 2017; ICAR-Indian Institute of Vegetable Research (IIVR) Varanasi
Fresh Goat Meat (Chevon / Mutton),Fresh Meat & Poultry,71.57,5.99,5.81,0.99,Clean Label (No Synthetic Additives),Under-gauged Compostable Film (Down-gauged by 30%) - Compostable High-Barrier Vacuum Shrink Film (Cellulose/AlOx-PLA/Bio-PBS),64,4.2,2.93,"Storage at 1.9°C, 88.3% RH",1.9,88.3,"70-80% O2, 20-30% CO2 (preserves bright red oxymyoglobin bloom)",8,Aerobic Plate Count Exceeding 10^6 cfu/g & Metmyoglobin Brown Discoloration,First-order microbial proliferation,Reached critical spoilage limit on Day 8,Early failure due to insufficient barrier thickness,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Kandeepan et al., ICAR-NRC on Meat"
Freshwater Fish (Rohu Steaks),Fish & Seafood,75.94,2.87,6.51,0.99,Clean Label (No Synthetic Additives),Conventional Plain LDPE Polybag (Non-Barrier Baseline) - Polythene,37,75.2,12.25,"Storage at 3.7°C, 94.5% RH",3.7,94.5,Air Headspace (No MAP),2,Total Volatile Base Nitrogen (TVB-N > 20 mg/100g) & Trimethylamine Odor,Bacterial enzymic proteolysis kinetics,Reached critical spoilage limit on Day 2,Failed rapidly; Non-compliant with barrier and PWM norms,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Bindu et al., ICAR-CIFT Cochin"
Desi Cow Ghee,Dairy Fats,0.19,99.54,6.38,0.25,Clean Label (No Synthetic Additives),Unsealed / Porous Paper Packaging without Bio-Liner - Polythene,72,108.8,29.83,"Storage at 39.3°C, 60.5% RH",39.3,60.5,Air Headspace (No MAP),38,Oxidative Rancidity (Peroxide Value exceeding 5.0 meq O2/kg),First-order autoxidation kinetics,Reached critical spoilage limit on Day 38,Failed within days due to rapid environmental equilibration,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Gandhi et al., NDRI Karnal Ghee Storage Studies"
Nashik Red Onions,Fresh Horticultural Produce,87.14,0.08,5.61,0.95,Clean Label (No Synthetic Additives),Conventional Plain LDPE Polybag (Non-Barrier Baseline) - Polythene,35,1286193,1808.29,"Storage at 30.0°C, 68.7% RH",30,68.7,Air Headspace (No MAP),14,"Sprouting, Root Growth & Aspergillus niger (Black Mold)",Dormancy break temperature-humidity trigger,Reached critical spoilage limit on Day 14,Failed rapidly; Non-compliant with barrier and PWM norms,"ICMR-NIN IFCT 2017; ICAR-Directorate of Onion and Garlic Research (DOGR), Pune"
Desi Cow Ghee,Dairy Fats,0.17,99.47,6.42,0.25,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - Amber 100% Bio-based PHA Rigid Jar with Bio-PBS Induction Wad,315,1.4,1.48,"Storage at 36.9°C, 71.1% RH",36.9,71.1,100% N2 Headspace Sparging (<0.5% residual O2 to prevent photo-oxidation),333,Oxidative Rancidity (Peroxide Value exceeding 5.0 meq O2/kg),First-order autoxidation kinetics,Reached critical spoilage limit on Day 333,Compliant across specified shelf life,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Gandhi et al., NDRI Karnal Ghee Storage Studies"
Fresh Goat Meat (Chevon / Mutton),Fresh Meat & Poultry,71.76,6.06,5.84,0.99,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - Compostable High-Barrier Vacuum Shrink Film (Cellulose/AlOx-PLA/Bio-PBS),91,2,2.39,"Storage at 0.8°C, 89.9% RH",0.8,89.9,"70-80% O2, 20-30% CO2 (preserves bright red oxymyoglobin bloom)",14,Aerobic Plate Count Exceeding 10^6 cfu/g & Metmyoglobin Brown Discoloration,First-order microbial proliferation,Reached critical spoilage limit on Day 14,Compliant across specified shelf life,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Kandeepan et al., ICAR-NRC on Meat"
Roasted Urad Dal Papad,Indian Snacks & Namkeen,12.47,1.7,6.47,0.55,Clean Label (No Synthetic Additives),Under-gauged Compostable Film (Down-gauged by 30%) - Moisture-Barrier NatureFlex / PLA Hermetic Pouch,39,127.2,2.5,"Storage at 30.3°C, 73.0% RH",30.3,73,Ambient Air,153,Mold Growth (Aspergillus) & Loss of Crisp Frying Quality,Equilibrium moisture absorption kinetics,Reached critical spoilage limit on Day 153,Early failure due to insufficient barrier thickness,ICMR-NIN IFCT 2017; CSIR-CFTRI Papad Technology & Packaging Standards
Red Chilli Powder (Lal Mirch),Spices & Condiments,9.24,13.07,5.83,0.46,Clean Label (No Synthetic Additives),Under-gauged Compostable Film (Down-gauged by 30%) - AlOx / Metallized PLA Bio-Pouch (Capsaicin & Color Lock),57,2.5,1.54,"Storage at 33.0°C, 53.9% RH",33,53.9,Nitrogen Flush,138,Capsanthin Carotenoid Decoloration & Pungency Loss,First-order photo-oxidation,Reached critical spoilage limit on Day 138,Early failure due to insufficient barrier thickness,ICMR-NIN IFCT 2017; Spice Board of India Packaging Standards
Fresh Goat Meat (Chevon / Mutton),Fresh Meat & Poultry,72.02,5.56,5.8,0.99,Clean Label (No Synthetic Additives),Unsealed / Porous Paper Packaging without Bio-Liner - Polythene,87,252.5,58.38,"Storage at 1.5°C, 85.0% RH",1.5,85,Air Headspace (No MAP),1,Aerobic Plate Count Exceeding 10^6 cfu/g & Metmyoglobin Brown Discoloration,First-order microbial proliferation,Reached critical spoilage limit on Day 1,Failed within days due to rapid environmental equilibration,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Kandeepan et al., ICAR-NRC on Meat"
Besan (Gram Flour),Grains & Flours,10.9,5.27,6.29,0.54,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - Virgin Kraft Paper / Bio-PBS Liner Moisture-Proof Pouch,92,122.8,4.21,"Storage at 26.5°C, 48.5% RH",26.5,48.5,Ambient Air,100,Lipase-induced Acidity & Clumping,Enzymatic free fatty acid release,Reached critical spoilage limit on Day 100,Compliant across specified shelf life,ICMR-NIN IFCT 2017; CSIR-CFTRI Flour Milling & Storage Manual
Indian Orthodox Black Tea,Beverages & Plantation Crops,6.43,0.53,5.19,0.35,Clean Label (No Synthetic Additives),Unsealed / Porous Paper Packaging without Bio-Liner - Polythene,83,120.3,23.81,"Storage at 35.6°C, 64.3% RH",35.6,64.3,Air Headspace (No MAP),24,Moisture Absorption (Moisture > 10.0%) & Loss of Theaflavins / Thearubigins,Sigmoid moisture sorption isotherm,Reached critical spoilage limit on Day 24,Failed within days due to rapid environmental equilibration,ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; IIP Mumbai Tea Packaging Standards
Alphonso Mangoes (GI Tagged Ratnagiri),Fresh Horticultural Produce,82.56,0.39,4.15,0.98,Clean Label (No Synthetic Additives),Under-gauged Compostable Film (Down-gauged by 30%) - Molded Sugarcane Bagasse Punnet with Laser Micro-perforated NatureFlex™ Lidding,18,8432.7,41.39,"Storage at 11.6°C, 88.8% RH",11.6,88.8,"3-5% O2, 5-8% CO2, balance N2 (delays climacteric ethylene peak)",9,Over-ripening / Senescence Pulp Softening & Anthracnose Stem Rot,Michaelis-Menten respiration kinetics,Reached critical spoilage limit on Day 9,Early failure due to insufficient barrier thickness,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Kudachikar et al., CSIR-CFTRI"
Basmati Rice (Aged),Grains & Flours,11.94,0.58,6.46,0.56,Clean Label (No Synthetic Additives),Under-gauged Compostable Film (Down-gauged by 30%) - Woven Jute Bag with Internal Compostable PLA/PBAT Liner,71,334.5,7.03,"Storage at 20.8°C, 67.7% RH",20.8,67.7,Ambient Air,282,Aroma (2-acetyl-1-pyrroline) Volatilization & Sitophilus oryzae Weevil,Volatile aroma loss diffusion kinetics,Reached critical spoilage limit on Day 282,Early failure due to insufficient barrier thickness,ICMR-NIN IFCT 2017; CSIR-CFTRI Rice Milling & Aroma Retention Studies
Roasted Urad Dal Papad,Indian Snacks & Namkeen,12.4,1.88,6.47,0.55,Clean Label (No Synthetic Additives),Unsealed / Porous Paper Packaging without Bio-Liner - Polythene,83,7765.9,88.27,"Storage at 31.8°C, 62.9% RH",31.8,62.9,Air Headspace (No MAP),15,Mold Growth (Aspergillus) & Loss of Crisp Frying Quality,Equilibrium moisture absorption kinetics,Reached critical spoilage limit on Day 15,Failed within days due to rapid environmental equilibration,ICMR-NIN IFCT 2017; CSIR-CFTRI Papad Technology & Packaging Standards
Kaju Katli,Traditional Sweets (Mithai),10.71,20.89,6.32,0.68,Clean Label (No Synthetic Additives),Under-gauged Compostable Film (Down-gauged by 30%) - FSC Virgin Food-Grade Paper Box with NatureFlex™ Cellulose Moisture-Lock Window,16,143.6,6.63,"Storage at 28.2°C, 51.7% RH",28.2,51.7,100% N2 Flushing (prevents fungal mold & silver vark blackening),13,Fungal Mold (Aspergillus flavus) & Moisture Hardening,BET moisture sorption isotherm kinetics,Reached critical spoilage limit on Day 13,Early failure due to insufficient barrier thickness,"ICMR-NIN IFCT 2017; FSSAI Advisory on Mithai Quality; Saxena et al., CSIR-CFTRI"
Roasted Urad Dal Papad,Indian Snacks & Namkeen,12.59,2.05,6.47,0.55,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - Moisture-Barrier NatureFlex / PLA Hermetic Pouch,59,70.1,1.62,"Storage at 35.5°C, 74.5% RH",35.5,74.5,Ambient Air,186,Mold Growth (Aspergillus) & Loss of Crisp Frying Quality,Equilibrium moisture absorption kinetics,Reached critical spoilage limit on Day 186,Compliant across specified shelf life,ICMR-NIN IFCT 2017; CSIR-CFTRI Papad Technology & Packaging Standards
Kaju Katli,Traditional Sweets (Mithai),11.43,21.13,6.28,0.68,Clean Label (No Synthetic Additives),Under-gauged Compostable Film (Down-gauged by 30%) - FSC Virgin Food-Grade Paper Box with NatureFlex™ Cellulose Moisture-Lock Window,18,129.3,6.07,"Storage at 27.6°C, 50.6% RH",27.6,50.6,100% N2 Flushing (prevents fungal mold & silver vark blackening),18,Fungal Mold (Aspergillus flavus) & Moisture Hardening,BET moisture sorption isotherm kinetics,Reached critical spoilage limit on Day 18,Early failure due to insufficient barrier thickness,"ICMR-NIN IFCT 2017; FSSAI Advisory on Mithai Quality; Saxena et al., CSIR-CFTRI"
Nashik Red Onions,Fresh Horticultural Produce,86.96,0.1,5.58,0.95,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - Extruded Tubular Compostable Bio-Mesh (PLA/PBAT),181,31241.7,274.59,"Storage at 31.2°C, 72.5% RH",31.2,72.5,Free Aeration (prevents neck rot),61,"Sprouting, Root Growth & Aspergillus niger (Black Mold)",Dormancy break temperature-humidity trigger,Reached critical spoilage limit on Day 61,Compliant across specified shelf life,"ICMR-NIN IFCT 2017; ICAR-Directorate of Onion and Garlic Research (DOGR), Pune"
Chakki Fresh Whole Wheat Atta,Grains & Flours,11.13,1.88,6.29,0.58,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - Multi-wall Wet-Strength FSC Kraft Paper with Bio-PBS Extrusion Liner,87,264.8,7.16,"Storage at 36.2°C, 59.7% RH",36.2,59.7,Ambient Air (controlled moisture ingress),181,Moisture Caking (Moisture > 14.0%) & Tribolium castaneum Weevil Growth,Hydrolytic lipid cleavage kinetics,Reached critical spoilage limit on Day 181,Compliant across specified shelf life,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Haridas Rao et al., CSIR-CFTRI"
Traditional Mango Achar (In Mustard Oil),Spices & Condiments,49.38,21.82,3.3,0.78,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - High Acid & Oil Resistant Biodegradable Spouted Pouch (AlOx-PLA / Bio-PBS),95,0.7,1.17,"Storage at 31.6°C, 69.8% RH",31.6,69.8,Mustard Oil Seal Layer Headspace Exclusion,323,Oxidative Darkening & Microbial Surface Scum,Non-enzymatic browning kinetics,Reached critical spoilage limit on Day 323,Compliant across specified shelf life,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Kumar et al., CSIR-CFTRI Pickle Packaging"
